the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source
0101000020E6100000BD3AC780EC5552C0C16ED8B628594440,Suffolk,West Babylon,APT,Fairfield Townhouses,109 Evergreen St.,14,0.7,BUILT,2017,,,1147,New York,40.696555,-73.34256,1,rooftop,109,Evergreen St,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007D21E4BCFF5552C0ADA415DF505A4440,Suffolk,West Babylon,APT,Fairfield West at Babylon,Phillip Walk & Little E. Neck,60,3.2,BUILT,1972,,,1148,New York,40.705593,-73.343734,1,street_center,,Phillips Walk,West Babylon,11704,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000044A51133FB5652C0637E6E68CA5A4440,Suffolk,West Babylon,APT,Kelly Marie Villas,300 Route 109 & Vincent Ct.,18,1,BUILT,2018,,,1153,New York,40.709302,-73.359082,1,rooftop,300,Route 109,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000ADC090D5AD5652C0416667D13B5B4440,Suffolk,West Babylon,APT,Niche at Calvert Gardens,90-96 Calvert Ave.,16,0.5,BUILT,1964,,,1158,New York,40.712763,-73.35436,1,rooftop,96,Calvert Ave,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000009E45EF54C05652C09C19FD68385B4440,Suffolk,West Babylon,APT,Niche at Calvert Gardens,100-110 Calvert Ave.,16,0.9,BUILT,1960,,,1159,New York,40.712659,-73.355489,1,rooftop,110,Calvert Ave,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DEAB5626FC5652C04FB0FF3A375B4440,Suffolk,West Babylon,APT,Oak Gardens of West Babylon,432 Sunrise Hwy.,28,1.5,BUILT,2006,,,1160,New York,40.712623,-73.35914,1,rooftop,432,Sunrise Highway Eastbound Service Rd,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D787F546AD5652C09E25C808A85A4440,Suffolk,West Babylon,APT,South Shore Commons (part),Rogers Ct. & Rte. 109,28,,BUILT,1995,,,1163,New York,40.708253,-73.354326,0.78,intersection,,Rogers Ct,West Babylon,11704,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000011B8BFC4E95652C09665E31CD05A4440,Suffolk,West Babylon,COND,South Shore Villas,Della Dr. & Route 109,38,2.2,BUILT,2009,,,1164,New York,40.7094761,-73.3580181,1,intersection,,,Babylon,11735,US,Google Script
0101000020E6100000810871E5EC4252C05C72DC291D624440,Suffolk,Bayport,APT,Fairway Manor (expan.),Clubhouse Dr. & John Ave.,156,21.5,PROP,2014,SRCIT,,1982,New York,40.766515,-73.045709,1,intersection,,Clubhouse Dr,Patchogue,11772,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000001310917F26852C0C87DAB75E25E4440,Nassau,Mineola,APT,Mineola Village Green,199 2nd St.,266,1.5,UC,2018,,,778,New York,40.741286,-73.639776,1,rooftop,199,2nd St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007636E49F195652C0F032C34659574440,Suffolk,West Babylon,APT,The Harbour Club,161 Milligan Rd. & Muncie Rd.,335,21.3,BUILT,1968,,,1165,New York,40.682412,-73.345314,1,intersection,,Milligan Rd,West Babylon,11704,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000004C5299620E5652C0983270404B5B4440,Suffolk,West Babylon,APT,Westminster Park Apartments,642-668 Sunrise Hwy. & Strand,56,3.6,BUILT,1972,,,1167,New York,40.713234,-73.344628,0.59,intersection,,Strand Pl,West Babylon,11704,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000007B2DE8BD315752C0A86DC32808604440,Suffolk,Wyandanch,APT,Wyandanch Village (Phase 2),"Straight Path, N/RR Sta",24,,BUILT,2016,,,1175,New York,40.750249,-73.362411,1,street_center,,Straight Path,Wyandanch,11798,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000085949F54FB4452C0A9BEF38B12624440,Suffolk,Holbrook,COND,Islip Pines,Sunrise Hwy. & Veterans Hwy.,350,13.3,PROP,2007,AFFORD,,1988,New York,40.766191,-73.07784,1,street_center,,Sunrise Hwy,Holbrook,11741,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000002F8507CDAE4152C0DB87BCE5EA5F4440,Suffolk,Blue Point,COND,The Harbor at Blue Point,Harbor Dr. & Atlantic Ave.,66,38.5,BUILT,1986,,,1177,New York,40.749356,-73.026294,0.85,intersection,,Atlantic Ave,Blue Point,11715,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006747AAEFFC4952C03D7C992842684440,Suffolk,Islandia,COND,Primrose Villas,850 Old Nichols Rd.,12,1.1,PROP,2019,SRCIT,,1990,New York,40.814519,-73.156063,1,range_interpolation,850,Old Nichols Rd,Islandia,11749,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E84EB0FF3A2F52C01AA3755435734440,Suffolk,Calverton,COND,Calverton Hills,Wooded Way & Toppings Path,236,35.2,BUILT,1973,,,1179,New York,40.900065,-72.737976,1,street_center,,Wooded Way,Calverton,11933,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000004C4F58E2013352C0D8648D7A88664440,Suffolk,Center Moriches,APT,Crystal Pond Villas,Beaver Spur&Jerusalem HollowRd,140,30.9,BUILT,1991,,,1180,New York,40.80104,-72.79699,1,place,,,Center Moriches,11934,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F7E461A1D64452C0DD41EC4CA16D4440,Suffolk,Centereach,APT,Fairfield Centereach Gardens,50-60 Horseblock Rd.,68,4.7,BUILT,1968,,,1184,New York,40.856485,-73.0756,1,rooftop,50,Horseblock Rd,Centereach,11720,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002AC58EC6A14552C0ECF65965A6724440,Suffolk,Centereach,APT,Fairfield Gables,Neal Path & Route 347,64,9.7,BUILT,2000,,,1185,New York,40.895703,-73.087999,1,street_center,,Neal Path,Centereach,11720,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000007F30F0DC7B4652C0399A232BBF704440,Suffolk,Centereach,COND,Nicolls Plaza,Sunflower Ridge Rd.& Pond Path,83,17.1,BUILT,2001,,,1187,New York,40.880834,-73.10131,1,street_center,,Sunflower Ridge Rd,Centereach,11720,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E9F010C64F4652C083C2A04CA3714440,Suffolk,Centereach,APT,Setauket Knolls,Emily Dr. & Route 347,108,9.8,BUILT,1975,,,1189,New York,40.887796,-73.098619,1,street_center,,Emily Dr,Centereach,11720,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000007FA31D37FC4252C0897956D28A614440,Suffolk,Bayport,COND,Outlaw Acres site,819 Sylvan Ave.,32,6,PROP,2018,SRCIT-SF,,1979,New York,40.762049,-73.046644,1,rooftop,819,Sylvan Ave,Bayport,11705,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000000E31934F44352C0D0B7054B755F4440,Suffolk,Bayport,COND,Tsunis,347 McConnell Ave.,30,4.6,PROP,2013,SRCIT-AFFORD,,1980,New York,40.745767,-73.06178,1,rooftop,347,McConnell Ave,Bayport,11705,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000009432A9A10D2A52C02D0ABB287A784440,Suffolk,Riverhead,APT,First Baptist Church,1018 Northville Tpke.,125,12,PROP,2012,AFFORD,,1999,New York,40.941228,-72.657082,1,rooftop,1018,Northville Tpke,Riverhead,11901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A86E2EFEB64052C06744696FF06D4440,Suffolk,Coram,COND,Birchwood at Bretton Woods,Bretton Woods Dr.& Mooney Pond,1022,105.2,BUILT,"1975, 1984",,,1191,New York,40.8589,-73.011169,0.9,street_center,,Brettonwoods Dr,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E71A66683C1452C0F9C08EFF02774440,Suffolk,Bridgehampton,APT,Bridgehampton Gateway,1995-2045 Montauk Hwy.,24,,PROP,2015,AFFORD,,2003,New York,40.929779,-72.316187,0.8,nearest_rooftop_match,1991,Montauk Hwy,Bridgehampton,11932,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000ABED26F8A61F52C01FA1664815714440,Suffolk,Hampton Bays,COND,Arborview at Tiana,302 W. Montauk Hwy.,50,8.2,PROP,2008,SRCIT,,2004,New York,40.883462,-72.494566,1,rooftop,302,E Montauk Hwy,Hampton Bays,11946,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000005DCF3FC694052C031B43A3943734440,Suffolk,Coram,APT,East Pointe,Pointe Cir. & 50 Gibbs Rd.,441,23.6,BUILT,1984,,,1196,New York,40.900489,-73.006469,0.7,street_center,,Point Cir N,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000088855AD3BC4052C089997D1EA36E4440,Suffolk,Coram,APT,Enclave at Charles Pond,Mooney Pond Rd. & Route 25,200,41.5,BUILT,2008,,,1197,New York,40.864353,-73.011525,1,street_center,,Mooney Pond Rd,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000EBFF1CE6CB1952C051F69672BE724440,Suffolk,Tuckahoe,APT,Concern Southampton,130 County Road 39,60,5,PROP,2019,AFFORD,,2009,New York,40.896437,-72.40307,1,rooftop,130,County Road 39,Southampton,11968,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E333D93F4F3F52C0AA7EA5F3E16F4440,Suffolk,Coram,APT,Fairfield Courtyard,Country Club Dr. & Rte. 25,257,36.9,BUILT,1972,,,1198,New York,40.874083,-72.989212,1,street_center,,Country Club Dr,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F7E80DF7914152C063D009A1836C4440,Suffolk,Coram,APT,Fairfield Hills North,Horizon View Dr.& Bicycle Path,169,25.1,BUILT,2000,,,1199,New York,40.847767,-73.024534,1,street_center,,Horizon View Dr,Farmingville,11738,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000FEF33460904052C06A317898F66F4440,Suffolk,Coram,APT,Fairfield Townhouses of Coram,Towne Woods Rd. & Rte. 112,432,65.9,BUILT,1996,,,1201,New York,40.874713,-73.008812,1,street_center,,Towne Woods Rd,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000AB5B3D27BD4F52C092E86514CB714440,Suffolk,Kings Park,APT,Liberty Village,~425 Lawrence Rd.,60,36.6,PROP,2015,SRCIT,,2013,New York,40.88901,-73.24592,1,place,,,Kings Park,11754,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000003E3F8C101E4752C075931804566A4440,Suffolk,Lake Ronkonkoma,COND,Preserve at Smithtown,~293 Smithtown Blvd.,180,24,PROP,2015,SRCIT-AFFORD,,2014,New York,40.83075,-73.11121,0.9,place,,,Lake Ronkonkoma,11779,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000004260E5D0224152C0F838D384ED6F4440,Suffolk,Coram,APT,Fairfield Village at Coram,1057 Old Town Rd.,400,33.6,BUILT,1971,,,1202,New York,40.874436,-73.01775,1,rooftop,1057,Old Town Rd,Coram,11727,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000013B534B7424352C06A2FA2ED98624440,Suffolk,Bayport,COND,Bayport Gardens,6144 Sunrise Hwy.,30,3.7,PROP,2017,SRCIT,,1981,New York,40.770292,-73.050947,1,rooftop,6144,Sunrise Highway Eastbound Service Rd,Bayport,11705,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000088A1D5C9196B52C0C51A2E724F614440,Nassau,North Hills,COND,Ritz-Carlton Residences,Royal Ct.&LIE South Service Rd,244,17.5,UC,2015,,,802,New York,40.760237,-73.673449,0.6,street_center,,Royal Way,New Hyde Park,11040,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B3B112F3AC4052C03F6EBF7CB2704440,Suffolk,Coram,APT,Pinewood Village,1998 Route 112,84,5.8,BUILT,1969,,,1210,New York,40.880447,-73.010556,1,rooftop,1998,Route 112,Coram,11727,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000051555BFD24252C0042159C004764440,Suffolk,Coram,COND,Sagamore Hills,Sagamore Hills Dr. & Route 112,292,30.1,BUILT,1973,,,1211,New York,40.92202,-73.044113,0.58,intersection,,State Rte 112,Port Jefferson Station,11776,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000FD4E93196F4052C02C7DE882FA724440,Suffolk,Coram,COND,Silver Chase Condominiums,35 Gibbs Rd.,40,5.7,BUILT,1989,,,1212,New York,40.89827,-73.006781,1,range_interpolation,35,Gibbs Rd,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CED3CACEEC6A52C091AA37B412634440,Nassau,North Hills,COND,Chatham II,S. Service Rd. & Shelter Rock,60,18,UC,2006,,,798,New York,40.7740083,-73.6707036,1,intersection,,,North Hempstead,11040,US,Google Script
0101000020E610000025404D2D5B1952C03E5C72DC29714440,Suffolk,Southampton,COND,Village Latch Inn,101 Hill St.,19,5.3,PROP,2017,HOTELCONV,,2007,New York,40.88409,-72.39619,1,rooftop,101,Hill St,Southampton,11968,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F38DE89E751A52C09CF86A4771724440,Suffolk,Tuckahoe,APT,Affordable housing,362 Moses La.,32,3.8,PROP,2009,AFFORD,,2008,New York,40.894082,-72.413429,1,rooftop,362,Moses Ln,Southampton,11968,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000054F2157EA3F52C004560E2DB2734440,Suffolk,Coram,COND,Sterling Woods,Gettysburg Dr.& Washington Av.,61,13.8,BUILT,2002,,,1213,New York,40.903875,-72.998678,0.6,street_center,,Gettysburg Ct,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000037A6272CF13E52C0344C6DA983724440,Suffolk,Coram,APT,Stonegate,Stonegate Way &Coram-Swezytown,165,65.4,BUILT,1999,,,1214,New York,40.894643,-72.98347,1,street_center,,Stonegate Way,Middle Island,11953,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000DB5207793D3F52C07EFCA5457D724440,Suffolk,Coram,COND,The Hunt Club,Hunt Club Dr.& Mt. Sinai-Coram,242,57.5,BUILT,1987,,,1217,New York,40.894448,-72.988127,1,street_center,,Hunt Club Dr,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000A65E1EB6B4052C063F030ED9B6F4440,Suffolk,Coram,APT,The Preserve,2135 Route 112,80,11.3,BUILT,2012,,,1219,New York,40.871946,-73.006587,1,rooftop,2135,Route 112,Coram,11727,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000089CF9D60FF3F52C059FCA6B0526F4440,Suffolk,Coram,APT,Villa D'Est,Villa D'Est Dr. & Rte. 25,70,10.1,BUILT,1974,,,1220,New York,40.869711,-72.999962,1,street_center,,Villa Dest Dr,Coram,11727,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000064B2B8FFC84052C0335019FF3E6F4440,Suffolk,Coram,APT,Westfield Green,495 Middle Country Rd.,126,14.2,BUILT,2019,,,1222,New York,40.86911,-73.012268,1,rooftop,495,Middle Country Rd,Coram,11727,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C7F143A5113052C0F488D1730B674440,Suffolk,East Moriches,COND,The Villas at East Moriches,59 Watchogue Ave. & Aimee Dr.,42,41,BUILT,1982,,,1225,New York,40.805037,-72.751077,1,intersection,,Aimee Dr,East Moriches,11940,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F12E17F19D3052C0967840D994674440,Suffolk,East Moriches,COND,The Villas at Harts Cove,Pameeches Dr. & Woodlawn Ave.,75,55.8,BUILT,1986,,,1226,New York,40.80923,-72.75964,1,place,,,East Moriches,11940,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000A67B796C93E52C0D8F0F44A59624440,Suffolk,East Patchogue,APT,East Winds Apartments,887-909 Montauk Hwy.,98,6,BUILT,1963,,,1230,New York,40.76835,-72.981054,0.8,nearest_rooftop_match,901,Montauk Hwy,Patchogue,11772,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C0CDE2C5C26752C056647440126E4440,Nassau,Glen Cove,COND,Cambridge Court,Cambridge Ct.,50,,BUILT,1998,SRCIT,,9,New York,40.859932,-73.621263,1,street_center,,Cambridge Ct,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000056444DF4F93E52C0C8EE022505644440,Suffolk,East Patchogue,APT,Greenbrier,301-319 Robinson Av.,80,5.2,BUILT,1965,,,1232,New York,40.781407,-72.984006,1,rooftop,319,Robinson Ave,Patchogue,11772,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000083F6EAE3A16852C07BA4C16D6D6D4440,Nassau,Glen Cove,APT,Daly Housing,"Mason Dr., 140 Glen Cove Ave.",98,,BUILT,1963,AFFORD,,12,New York,40.854902,-73.634881,1,street_center,,Mason Dr,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B073D3669C3E52C09981CAF8F7634440,Suffolk,East Patchogue,APT,Lakeside Village,Pond View Dr. & Hospital Rd.,249,23.7,BUILT,1979,,,1235,New York,40.781005,-72.978296,0.84,intersection,,Hospital Rd,Patchogue,11772,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000015562AA8A86752C0F4F928232E6E4440,Nassau,Glen Cove,COOP,Glen Pearsall,30-34 Pearsall Ave.,146,,BUILT,1974,APTCONV,1982,18,New York,40.860783,-73.619669,1,rooftop,34,Pearsall Ave,Glen Cove,11542,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000009ED32CD0EE6752C03BDF4F8D976E4440,Nassau,Glen Cove,APT,Harold W. Seidman Sr. Cit. Village,6-14 Butler St.,64,,BUILT,1972,SRCIT-AFFORD,,19,New York,40.864,-73.623951,1,rooftop,14,Butler St,Glen Cove,11542,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EA3D95D39E6852C012BEF737686D4440,Nassau,Glen Cove,APT,Kennedy Heights,1-48 Kennedy Heights,48,,BUILT,1952,AFFORD,,21,New York,40.854743,-73.634694,1,rooftop,48,Kennedy Hts,Glen Cove,11542,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000213D450E116852C04E452A8C2D724440,Nassau,Glen Cove,COND,Longmeadow,Longmeadow La.,16,16,BUILT,1986,CONV,,23,New York,40.892015,-73.626041,1,street_center,,Longmeadow Ln,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E8F4BC1B0B6852C0F4A78DEA746E4440,Nassau,Glen Cove,APT,Samuel R. Pierce Apartments,136 Glen St.,60,1.5,BUILT,1982,SRCIT-AFFORD,,26,New York,40.862943,-73.625678,1,rooftop,136,Glen St,Glen Cove,11542,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000062669FC7286952C0F5F23B4D666E4440,Nassau,Glen Cove,APT,Stanley Park,Janet La.,54,,BUILT,1973,AFFORD,,27,New York,40.862497,-73.643114,1,street_center,,Janet Ln,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A27E17B6664452C0931E865627554440,Suffolk,Fire Island Pines,COOP,Fire Island Pines Co-op,Atlantic Walk,100,1.9,BUILT,1960,,,1242,New York,40.665263,-73.068769,1,street_center,,Atlantic Walk,Sayville,11782,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000009A266C3F196852C02BDA1CE7366D4440,Nassau,Glen Cove,COOP,Trousdell Village,Glen Keith Rd.,205,8.9,BUILT,1950,APTCONV,1988,29,New York,40.853238,-73.626541,1,street_center,,Glen Keith Rd,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B0C56E9F555052C07A6CCB80B36E4440,Suffolk,Holtsville,COND,Timber Ridge at Holtsville,Timber Ridge Dr.&Express Dr.S.,70,14.2,BUILT,1993,,,1246,New York,40.864853,-73.255226,1,street_center,,Timber Ridge Dr,Commack,11725,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D90759164C4752C020D3DA34B66D4440,Suffolk,Lake Grove,APT,Lake Grove Garden Apartments,Williams Blvd. & Hawkins Rd.,368,27.2,BUILT,1971,,,1250,New York,40.857123,-73.114019,1,intersection,,Hawkins Ave,Lake Grove,11755,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000FE2955A2EC4752C05FECBDF8A26F4440,Suffolk,Lake Grove,APT,Regency Garden Apartments,184 Hallock Rd. & Route 347,86,6,BUILT,1966,,,1251,New York,40.872161,-73.123818,1,range_interpolation,184,Hallock Rd,Lake Grove,11755,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000003B730F09DF6652C0B58CD47B2A554440,Nassau,Baldwin,COOP,Baldwin Manor,1861 Grand Ave.,19,1.1,BUILT,1922,APTCONV,1987,38,New York,40.665359,-73.607363,1,rooftop,1861,Grand Ave,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000074999A046F4752C05396218E75694440,Suffolk,Lake Ronkonkoma,APT,Heatherwood on the Lake,147 Lake Shore Rd.,144,9.3,BUILT,1968,,,1256,New York,40.8239,-73.116151,1,rooftop,147,Lake Shore Rd,Ronkonkoma,11779,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002E5915E1266752C06A15FDA199534440,Nassau,Baldwin,COOP,Baldwin Pointe,"714 School St.,715 Prospect St",25,0.3,BUILT,1931,APTCONV,1990,40,New York,40.653126,-73.611748,1,rooftop,714,School St,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E95F92CA144752C0FE0B0401326A4440,Suffolk,Lake Ronkonkoma,APT,Woodmont Village,100 Ronkonkoma Ave.,96,5.8,BUILT,1964,,,1259,New York,40.829651,-73.110644,1,range_interpolation,100,Ronkonkoma Ave,Ronkonkoma,11779,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F46BEBA7FF6652C031B43A3943554440,Nassau,Baldwin,APT,Brookside Gardens,1810 Grand Ave.,78,,BUILT,1970,SRCIT-AFFORD,,42,New York,40.666114,-73.609354,1,rooftop,1810,Grand Ave,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005308E412476752C004ADC090D5514440,Nassau,Baldwin,APT,Holandia Shores,2878 Grand Ave.,132,4.5,BUILT,1981,SRCIT-AFFORD,,43,New York,40.63933,-73.613713,1,rooftop,2878,Grand Ave,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000038BEF6CC923252C0BC5983F7556D4440,Suffolk,Manorville,COND,Bayberry Club,Kettle Hole Rd.& Chapman Blvd.,32,20.5,BUILT,1990,,,1260,New York,40.854186,-72.79021,1,street_center,,Kettle Hole Rd,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A41B6151116752C08E1F2A8D98554440,Nassau,Baldwin,COND,Mendicino Green,1690 Grand Ave.,39,1.2,BUILT,1970,APTCONV,1988,45,New York,40.668718,-73.610432,1,rooftop,1690,Grand Ave,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B806B64AB06652C0992A1895D4534440,Nassau,Baldwin,COOP,Milburn Estates,2295 Milburn Ave.,22,0.9,BUILT,2003,SRCIT-AFFORD,,47,New York,40.654925,-73.60451,1,rooftop,2295,Milburn Ave,Baldwin,11510,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003F575BB1BF3152C063450DA6616C4440,Suffolk,Manorville,COND,Hampton Vistas,Vistas Dr. & Moriches Rd.,48,7.5,BUILT,1985,,,1264,New York,40.84673,-72.777325,1,street_center,,Vista Dr,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F624B039076752C0DE921CB0AB514440,Nassau,Baldwin Harbor,COOP,Harbour Cove,85500 Webster St. & Verity La.,60,2.7,BUILT,1996,SRCIT-AFFORD,,50,New York,40.638052,-73.609816,0.89,intersection,,Verity Ln,Baldwin,11510,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A2D0B2EE1F3452C0213CDA38626B4440,Suffolk,Manorville,APT,Pine Hills,Country Club Dr.& Wading River,700,353.2,BUILT,1976,,,1265,New York,40.838935,-72.814449,1,street_center,,Country Club Dr,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000231631EC303352C00229B16B7B6F4440,Suffolk,Manorville,COND,Silver Ponds,Bauer Ave. & C.R. 111,366,207.7,BUILT,"1991, 1994",,,1266,New York,40.870954,-72.799861,1,intersection,,Bauer Ave,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000018750A5663152C06DACC43C2B6B4440,Suffolk,Manorville,COND,The Greens at Hampton Vistas,Hampton Vista Dr. & Clancy Rd.,136,35.8,BUILT,"1989, 1995",,,1267,New York,40.837257,-72.77189,0.79,intersection,,Clancy Rd,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000008A5B0531D06152C06FB9FAB149564440,Nassau,Bellmore,APT,Bellmore Gardens,2000 Bellmore Ave.,98,,BUILT,1971,SRCIT-AFFORD,,55,New York,40.674124,-73.528332,1,rooftop,2000,Bellmore Ave,Bellmore,11710,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000018750A5663152C06DACC43C2B6B4440,Suffolk,Manorville,COND,The Meadows at the Greens,Hampton Vista Dr. & Clancy Rd.,45,14,BUILT,2004,,,1268,New York,40.837257,-72.77189,0.79,intersection,,Clancy Rd,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000055A52DAEF13552C0132D793C2D674440,Suffolk,Mastic,APT,---,1550 Montauk Hwy.,10,0.4,BUILT,1946,,,1269,New York,40.806068,-72.842876,1,rooftop,1550,Montauk Hwy,Mastic,11950,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000433A3C84F13F52C0B1FA230C036C4440,Suffolk,Medford,COND,Birchwood at Blue Ridge,Birchwood Rd. & Granny Rd.,866,53.8,BUILT,1974,,,1272,New York,40.843843,-72.999116,0.84,intersection,,Birchwood Rd,Medford,11763,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000AA01859323E52C0450DA661F86C4440,Suffolk,Medford,COND,Chelmsford Weald,Daremy Circle & Granny Rd.,36,12.5,BUILT,2007,,,1273,New York,40.85133,-72.971823,0.99,intersection,,Daremy Cir,Medford,11763,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000C93B8732546E52C03221E692AA4F4440,Nassau,Cedarhurst,COOP,Cedarhurst House,118 Cedarhurst Ave.,10,,BUILT,<1963,APTCONV,">76,<91",60,New York,40.622393,-73.723889,1,rooftop,118,Cedarhurst Ave,Cedarhurst,11516,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B0AA5E7EA73F52C0F54BC45BE7694440,Suffolk,Medford,APT,Medford Pond,Route 112 & Middle Island Rd.,200,24.3,BUILT,2008,,,1276,New York,40.827373,-72.994598,0.77,intersection,,Middle Island Rd,Medford,11763,US,TIGER/Line® dataset from the US Census Bureau
